2875	62050
2875	65861
62050	65861
2875	47555
47555	62050
2875	65879
62050	65879
2875	65867
62050	65867
2875	48940
48940	62050
2875	65876
62050	65876
2875	62051
62050	62051
2875	65862
62050	65862
2875	62053
62050	62053
2875	62056
62050	62056
2875	62052
62050	62052
2875	65881
62050	65881
2875	62048
62048	62050
2875	65865
62050	65865
2875	46235
46235	62050
2875	65872
62050	65872
2875	65878
62050	65878
2875	62055
62050	62055
2875	62049
62049	62050
2875	62418
62050	62418
2875	62054
62050	62054
2875	22665
22665	62050
2214	2875
2214	62050
2875	65877
62050	65877
2875	65873
62050	65873
48940	65861
62051	65861
62056	65861
65861	65881
22665	65861
47555	65879
47555	65867
47555	62051
47555	65862
47555	62053
47555	62056
47555	62052
47555	65881
47555	62048
47555	65872
47555	62054
22665	47555
47555	65873
48940	65879
62051	65879
62053	65879
62056	65879
62048	65879
65865	65879
65872	65879
65878	65879
62055	65879
62049	65879
62054	65879
22665	65879
65877	65879
65867	65876
62051	65867
65862	65867
62052	65867
65867	65881
62048	65867
65865	65867
46235	65867
62055	65867
62054	65867
22665	65867
65867	65877
48940	62051
48940	65862
48940	62053
48940	62056
48940	62052
2875	65856
48940	65856
48940	62048
48940	65865
46235	48940
48940	65872
48940	65878
48940	62055
48940	62049
48940	62418
22665	48940
2214	48940
48940	65877
65865	65876
22665	65876
62051	65862
62051	62053
62051	62056
62051	62052
62051	65881
62051	65856
62048	62051
62051	65865
46235	62051
62051	65872
62051	65878
62051	62055
62049	62051
62051	62418
22665	62051
2214	62051
62051	65877
62053	65862
62056	65862
62052	65862
65862	65881
65856	65862
62048	65862
65862	65865
46235	65862
65862	65872
65862	65878
62055	65862
62418	65862
22665	65862
65862	65877
62053	62056
62052	62053
62053	65881
62048	62053
62053	65865
62053	65872
62053	62055
62049	62053
62053	62418
62053	62054
22665	62053
2214	62053
62053	65877
62052	62056
62056	65881
62048	62056
62056	65865
62056	65872
62055	62056
62049	62056
62056	62418
22665	62056
2214	62056
62052	65881
62052	65856
62048	62052
62052	65865
46235	62052
62052	62055
22665	62052
2214	62052
62048	65881
65865	65881
46235	65881
65872	65881
65878	65881
62418	65881
62054	65881
22665	65881
65873	65881
62048	65856
62048	65865
46235	62048
62048	65878
62048	62055
62048	62049
22665	62048
2214	62048
62048	65877
65856	65865
46235	65865
65865	65872
65865	65878
62055	65865
62049	65865
62418	65865
62054	65865
22665	65865
65865	65877
65865	65873
46235	65872
46235	62055
46235	62418
22665	46235
46235	65877
62055	65872
62418	65872
62054	65872
65872	65877
62055	65878
22665	65878
65877	65878
62054	62055
22665	62055
2214	62055
62055	65877
22665	62049
2214	62049
22665	62418
22665	62054
2214	62054
62054	65877
2214	22665
22665	65877
22665	65873
