27639	44911
27639	38623
38623	44911
1120	27639
1120	44911
16717	27639
16717	44911
27639	34545
34545	44911
8148	27639
8148	38623
27639	44916
38623	44916
27639	44899
38623	44899
1120	38623
16717	38623
34545	38623
38623	44910
44910	44911
9841	38623
9841	44911
38623	43763
43763	44911
38623	77269
44911	77269
38623	44909
44909	44911
1120	34545
1120	8148
1120	44916
1120	44899
1120	16717
1120	44910
1120	44900
44900	44911
1120	43763
1120	65680
44911	65680
1120	44909
8148	16717
16717	44916
16717	34545
16717	44899
16717	77269
16717	44910
16717	36419
36419	44911
16717	83404
44911	83404
16717	44909
16717	43763
9841	16717
16717	44900
16717	65680
8148	34545
34545	44916
34545	44899
34545	65680
34545	44910
34545	43763
34545	44900
34545	44909
34545	77269
8148	44899
8148	44916
8148	44910
8148	77269
8148	44904
38623	44904
8148	44912
38623	44912
8148	44913
38623	44913
8148	83403
38623	83403
8148	44909
44899	44916
44910	44916
44916	77269
44916	83403
44904	44916
44909	44916
44899	44910
44899	44913
43763	44899
44899	44912
44899	83403
44899	44904
44899	44909
1120	44912
1120	44913
1120	44904
1120	44914
38623	44914
16717	44913
16717	44904
16717	44914
16717	44912
16717	83403
34545	44914
34545	44913
34545	83403
34545	44904
44904	44910
9841	43763
9841	77269
43763	77269
43763	44900
36419	43763
43763	83404
44904	77269
65680	77269
36419	77269
77269	83404
44900	77269
44911	66776
66776	77269
44909	65680
44900	44909
1120	8159
8159	34545
1120	32969
32969	34545
1120	28498
28498	34545
1120	44906
34545	44906
1120	6177
6177	34545
1120	44915
34545	44915
8148	8159
8148	32969
8148	44915
8159	44916
32969	44916
44900	44916
8159	44899
44899	65680
44899	44915
8159	16717
16717	32969
16717	28498
16717	44906
6177	16717
16717	44915
44910	44915
8159	44900
32969	44900
44900	44904
44900	44906
6177	44900
44900	44915
44900	66776
32969	43763
28498	43763
6177	43763
65680	83404
8148	83404
8148	77947
16717	77947
34545	77947
44899	83404
32969	77269
8159	77269
32969	36419
36419	83404
36419	66776
32969	83404
8159	83404
77947	83404
66776	83404
44900	77947
8148	79494
34545	79494
44916	79494
43763	79494
44900	79494
77269	79494
8148	66776
32969	44904
8159	44904
44904	44913
44904	77947
44904	79494
44904	44915
44904	83403
44904	44914
8159	83403
44904	44906
79494	83404
8159	66776
32969	66776
66776	79494
8159	32969
8159	44906
8159	77947
8159	79494
32969	44915
32969	79494
32969	77947
28498	44906
6177	28498
6177	44906
44906	79494
44906	77947
6177	77947
8159	83422
44916	83422
32969	83422
44900	83422
32969	64594
44900	64594
32969	41233
41233	44900
32969	44902
44900	44902
64594	66776
41233	66776
44902	66776
77947	79494
79494	83422
64594	79494
41233	79494
44902	79494
41233	64594
41233	44902
